date,day of calendar year,MODIS image,Prek Dam depth (cm)(from long record),Prek Dam Short MRC record 2008-11,"differences (Prek Dam datasets first, then KL MRC vs. WUP-FIN)",Prek Kdam Q m3/s,20106 Tonle Sap at Kg. Luong DEPTH-MRC (cm),Kg. Luong Telemetry mean DEPTH-MRC (cm),K.Loung - WUPFIN DEPTH (cm) ,K.Loung - WUPFIN  (cm) amsl,K.Loung - WUPFIN  (m) amsl,K.Loung - WUPFIN DEPTH (cm)-30 d Moving ave,KL f(KP),K. Loung MRC complete with Prek Dam estimates DEPTH,K. Loung MRC complete with Prek Dam estimates cm amsl,K. Loung MRC complete with Prek Dam estimates m amsl,,,,,,,,,,,
2008-02-29,,,146,156,-10,-1479,200,,,,,,162,200,264,2.64,,,,,,,,,,,
2008-03-01,,,139,154,-15,-849,185,,,,,,158,185,249,2.49,,,,,,,,,,,
2008-03-02,,,137,154,-17,-871,190,,,,,,153,190,254,2.54,,,,,,,,,,,
2008-03-03,,,136,153,-17,-846,186,,,,,,151,186,250,2.50,,,,,,,,,,,
2008-03-04,,,130,148,-18,-805,180,,,,,,191,180,244,2.44,,,,,,,,,,,
2008-03-05,,,120,142,-22,-743,170,,,,,,147,170,234,2.34,,,,,,,,,,,
2008-03-06,,,115,136,-21,-706,167,,,,,,147,167,231,2.31,,,,,,,,,,,
2008-03-07,,,111,134,-23,-694,165,,,,,,146,165,229,2.29,,,,,,,,,,,
2008-03-08,,,107,128,-21,-665,165,,,,,,141,165,229,2.29,,,,,,,,,,,
2008-03-09,,,115,134,-19,-705,163,,,,,,136,163,227,2.27,,,,,,,,,,,
2008-03-10,,,111,139,-28,-732,162,,,,,,130,162,226,2.26,,,,,,,,,,,
2008-03-11,,,111,142,-31,-726,159,,,,,,128,159,223,2.23,,,,,,,,,,,
2008-03-12,,,115,144,-29,-707,156,,,,,,122,156,220,2.20,,,,,,,,,,,
2008-03-13,,,117,146,-29,-690,151,,,,,,128,151,215,2.15,,,,,,,,,,,
2008-03-14,,,114,139,-25,-656,148,,,,,,133,148,212,2.12,,,,,,,,,,,
2008-03-15,,,114,137,-23,-645,145,,,,,,136,145,209,2.09,,,,,,,,,,,
2008-03-16,,,108,136,-28,-648,144,,,,,,138,144,208,2.08,,,,,,,,,,,
2008-03-17,,,105,130,-25,-619,140,,,,,,140,140,204,2.04,,,,,,,,,,,
2008-03-18,,,107,120,-13,-586,139,,,,,,133,139,203,2.03,,,,,,,,,,,
2008-03-19,,,105,115,-10,-561,136,,,,,,131,136,200,2.00,,,,,,,,,,,
2008-03-20,,,104,111,-7,-548,135,,,,,,130,135,199,1.99,,,,,,,,,,,
2008-03-21,,,105,107,-2,-528,132,,,,,,124,132,196,1.96,,,,,,,,,,,
2008-03-22,,,104,115,-11,-574,130,,,,,,115,130,194,1.94,,,,,,,,,,,
2008-03-23,,,105,111,-6,-551,128,,,,,,110,128,192,1.92,,,,,,,,,,,
2008-03-24,,,113,111,2,-538,124,,,,,,106,124,188,1.88,,,,,,,,,,,
2008-03-25,,,115,115,0,-544,120,,,,,,102,120,184,1.84,,,,,,,,,,,
2008-03-26,,,117,117,1,-548,119,,,,,,110,119,183,1.83,,,,,,,,,,,
2008-03-27,,,116,114,2,-521,116,,,,,,106,116,180,1.80,,,,,,,,,,,
2008-03-28,,,115,114,1,-517,114,,,,,,106,114,178,1.78,,,,,,,,,,,
2008-03-29,,,118,108,11,-493,112,,,,,,110,112,176,1.76,,,,,,,,,,,
2008-03-30,,,121,105,16,-477,109,,,,,,112,109,173,1.73,,,,,,,,,,,
2008-03-31,,,119,107,12,-494,108,,,,,,109,108,172,1.72,,,,,,,,,,,
2008-04-01,,,115,105,11,-483,106,,,,,,109,106,170,1.70,,,,,,,,,,,
2008-04-02,,,113,104,9,-472,103,,,,,,103,103,167,1.67,,,,,,,,,,,
2008-04-03,,,107,105,3,-461,99,,,,,,100,99,163,1.63,,,,,,,,,,,
2008-04-04,,,104,104,0,-436,97,,,,,,102,97,161,1.61,,,,,,,,,,,
2008-04-05,,,105,105,0,-420,96,,,,,,100,96,160,1.60,,,,,,,,,,,
2008-04-06,,,104,113,-9,-424,93,,,,,,100,93,157,1.57,,,,,,,,,,,
2008-04-07,,,106,115,-9,-424,94,,,,,,100,94,158,1.58,,,,,,,,,,,
2008-04-08,,,107,117,-10,-414,90,,,,,,100,90,154,1.54,,,,,,,,,,,
2008-04-09,,,107,116,-9,-406,89,,,,,,100,89,153,1.53,,,,,,,,,,,
2008-04-10,,,108,115,-7,-392,87,,,,,,108,87,151,1.51,,,,,,,,,,,
2008-04-11,,,114,118,-4,-363,87,,,,,,110,87,151,1.51,,,,,,,,,,,
2008-04-12,,,119,121,-2,-363,86,,,,,,112,86,150,1.50,,,,,,,,,,,
2008-04-13,,,118,119,-1,-361,86,,,,,,111,86,150,1.50,,,,,,,,,,,
2008-04-14,,,113,115,-2,-373,85,,,,,,110,85,149,1.49,,,,,,,,,,,
2008-04-15,,,111,113,-1,-361,85,,,,,,113,85,149,1.49,,,,,,,,,,,
2008-04-16,,,115,107,8,-361,83,,,,,,116,83,147,1.47,,,,,,,,,,,
2008-04-17,,,108,104,4,-366,83,,,,,,114,83,147,1.47,,,,,,,,,,,
2008-04-18,,,103,105,-2,-374,82,,,,,,110,82,146,1.46,,,,,,,,,,,
2008-04-19,,,104,104,0,-366,80,,,,,,108,80,144,1.44,,,,,,,,,,,
2008-04-20,,,104,106,-2,-344,79,,,,,,102,79,143,1.43,,,,,,,,,,,
2008-04-21,,,103,107,-4,-325,79,,,,,,100,79,143,1.43,,,,,,,,,,,
2008-04-22,,,103,107,-4,-300,77,,,,,,100,77,141,1.41,,,,,,,,,,,
2008-04-23,,,106,108,-2,-275,78,,,,,,100,78,142,1.42,,,,,,,,,,,
2008-04-24,,,109,114,-4,-253,76,,,,,,101,76,140,1.40,,,,,,,,,,,
2008-04-25,,,117,119,-2,-188,75,,,,,,102,75,139,1.39,,,,,,,,,,,
2008-04-26,,,121,118,3,-206,74,,,,,,102,74,138,1.38,,,,,,,,,,,
2008-04-27,,,126,113,13,-236,75,,,,,,103,75,139,1.39,,,,,,,,,,,
2008-04-28,,,129,111,19,-252,74,,,,,,109,74,138,1.38,,,,,,,,,,,
2008-04-29,,,126,115,11,-289,73,,,,,,114,73,137,1.37,,,,,,,,,,,
2008-04-30,,,132,109,23,-287,73,,,,,,113,73,137,1.37,,,,,,,,,,,
2008-05-01,,,144,103,41,-282,72,,,,,,108,72,136,1.36,,,,,,,,,,,
2008-05-02,,,161,104,57,-285,70,,,,,,106,70,134,1.34,,,,,,,,,,,
2008-05-03,,,181,104,78,-295,69,,,,,,110,69,133,1.33,,,,,,,,,,,
2008-05-04,,,196,103,94,-297,67,,,,,,103,67,131,1.31,,,,,,,,,,,
2008-05-05,,,205,103,103,-297,65,,,,,,99,65,129,1.29,,,,,,,,,,,
2008-05-06,,,206,106,101,-264,66,,,,,,100,66,130,1.30,,,,,,,,,,,
2008-05-07,,,209,109,101,-254,68,,,,,,100,68,132,1.32,,,,,,,,,,,
2008-05-08,,,208,117,92,-184,71,,,,,,99,71,135,1.35,,,,,,,,,,,
2008-05-09,,,209,121,89,-142,75,,,,,,99,75,139,1.39,,,,,,,,,,,
2008-05-10,,,217,126,92,-94,78,,,,,,101,78,142,1.42,,,,,,,,,,,
2008-05-11,,,228,129,100,-153,82,,,,,,104,82,146,1.46,,,,,,,,,,,
2008-05-12,,,237,126,111,-222,86,,,,,,112,86,150,1.50,,,,,,,,,,,
2008-05-13,,,241,132,109,-223,88,,,,,,116,88,152,1.52,,,,,,,,,,,
2008-05-14,,,249,144,105,0,90,,,,,,121,90,154,1.54,,,,,,,,,,,
2008-05-15,,,239,161,79,492,92,,,,,,123,92,156,1.56,,,,,,,,,,,
2008-05-16,,,225,181,44,817,95,,,,,,121,95,159,1.59,,,,,,,,,,,
2008-05-17,,,218,196,22,1004,99,,,,,,126,99,163,1.63,,,,,,,,,,,
2008-05-18,,,214,205,10,1080,104,,,,,,138,104,168,1.68,,,,,,,,,,,
2008-05-19,,,213,206,7,1086,108,,,,,,154,108,172,1.72,,,,,,,,,,,
2008-05-20,,,213,209,4,1207,100,,,,,,173,100,164,1.64,,,,,,,,,,,
2008-05-21,,,218,208,11,1049,113,,,,,,187,113,177,1.77,,,,,,,,,,,
2008-05-22,,,225,209,17,1092,114,,,,,,196,114,178,1.78,,,,,,,,,,,
2008-05-23,,,238,217,22,1225,116,,,,,,197,116,180,1.80,,,,,,,,,,,
2008-05-24,,,247,228,19,1425,120,,,,,,200,120,184,1.84,,,,,,,,,,,
2008-05-25,,,252,237,16,1654,123,,,,,,199,123,187,1.87,,,,,,,,,,,
2008-05-26,,,257,241,17,1717,126,,,,,,200,126,190,1.90,,,,,,,,,,,
2008-05-27,,,268,249,19,1659,128,,,,,,207,128,192,1.92,,,,,,,,,,,
2008-05-28,,,278,242,37,1381,132,,,,,,218,132,196,1.96,,,,,,,,,,,
2008-05-29,,,294,225,69,1120,135,,,,,,226,135,199,1.99,,,,,,,,,,,
2008-05-30,,,313,218,95,869,140,,,,,,230,140,204,2.04,,,,,,,,,,,
2008-05-31,,,327,214,113,661,144,,,,,,238,144,208,2.08,,,,,,,,,,,
2008-06-01,,,338,213,126,511,147,,,,,,228,147,211,2.11,,,,,,,,,,,
2008-06-02,,,346,213,134,451,149,,,,,,215,149,213,2.13,,,,,,,,,,,
2008-06-03,,,351,218,134,605,150,,,,,,208,150,214,2.14,,,,,,,,,,,
2008-06-04,,,355,225,131,827,151,,,,,,204,151,215,2.15,,,,,,,,,,,
2008-06-05,,,360,238,122,1101,153,,,,,,203,153,217,2.17,,,,,,,,,,,
2008-06-06,,,368,247,122,1230,156,,,,,,203,156,220,2.20,,,,,,,,,,,
2008-06-07,,,389,252,138,1367,158,,,,,,208,158,222,2.22,,,,,,,,,,,
2008-06-08,,,417,257,160,1398,162,,,,,,215,162,226,2.26,,,,,,,,,,,
2008-06-09,,,442,268,175,1587,166,,,,,,227,166,230,2.30,,,,,,,,,,,
2008-06-10,,,467,278,189,1728,170,,,,,,236,170,234,2.34,,,,,,,,,,,
2008-06-11,,,484,294,190,2083,173,,,,,,241,173,237,2.37,,,,,,,,,,,
2008-06-12,,,489,313,177,2449,177,,,,,,245,177,241,2.41,,,,,,,,,,,
2008-06-13,,,478,327,151,2726,182,,,,,,256,182,246,2.46,,,,,,,,,,,
2008-06-14,,,462,338,125,2879,188,,,,,,265,188,252,2.52,,,,,,,,,,,
2008-06-15,,,447,346,102,2915,194,,,,,,281,194,258,2.58,,,,,,,,,,,
2008-06-16,,,432,351,82,2935,203,,,,,,299,203,267,2.67,,,,,,,,,,,
2008-06-17,,,419,355,64,2999,212,,,,,,312,212,276,2.76,,,,,,,,,,,
2008-06-18,,,407,359,48,3113,217,,,,,,323,217,281,2.81,,,,,,,,,,,
2008-06-19,,,400,368,32,3148,224,,,,,,330,224,288,2.88,,,,,,,,,,,
2008-06-20,,,397,389,9,3583,232,,,,,,335,232,296,2.96,,,,,,,,,,,
2008-06-21,,,397,417,-20,4163,238,,,,,,339,238,302,3.02,,,,,,,,,,,
2008-06-22,,,404,442,-38,4653,243,,,,,,344,243,307,3.07,,,,,,,,,,,
2008-06-23,,,411,467,-55,5150,253,,,,,,351,253,317,3.17,,,,,,,,,,,
2008-06-24,,,419,484,-65,5433,261,,,,,,371,261,325,3.25,,,,,,,,,,,
2008-06-25,,,428,489,-61,5452,266,,,,,,398,266,330,3.30,,,,,,,,,,,
2008-06-26,,,435,478,-43,5132,272,,,,,,422,272,336,3.36,,,,,,,,,,,
2008-06-27,,,442,462,-20,4584,281,,,,,,446,281,345,3.45,,,,,,,,,,,
2008-06-28,,,454,447,7,4101,289,,,,,,462,289,353,3.53,,,,,,,,,,,
2008-06-29,,,468,432,37,3351,298,,,,,,467,298,362,3.62,,,,,,,,,,,
2008-06-30,,,481,419,62,2718,309,,,,,,456,309,373,3.73,,,,,,,,,,,
2008-07-01,,,496,407,89,2198,316,,,,,,441,316,380,3.80,,,,,,,,,,,
2008-07-02,,,507,400,107,1775,320,,,,,,427,320,384,3.84,,,,,,,,,,,
2008-07-03,,,514,397,117,1512,324,,,,,,412,324,388,3.88,,,,,,,,,,,
2008-07-04,,,518,397,122,1391,326,,,,,,400,326,390,3.90,,,,,,,,,,,
2008-07-05,,,520,404,117,1582,329,,,,,,389,329,393,3.93,,,,,,,,,,,
2008-07-06,,,520,411,110,1830,332,,,,,,382,332,396,3.96,,,,,,,,,,,
2008-07-07,,,520,419,102,2067,336,,,,,,379,336,400,4.00,,,,,,,,,,,
2008-07-08,,,521,428,93,2240,340,,,,,,379,340,404,4.04,,,,,,,,,,,
2008-07-09,,,526,435,91,2281,346,,,,,,386,346,410,4.10,,,,,,,,,,,
2008-07-10,,,538,442,96,2441,351,,,,,,392,351,415,4.15,,,,,,,,,,,
2008-07-11,,,549,454,96,2715,357,,,,,,400,357,421,4.21,,,,,,,,,,,
2008-07-12,,,560,468,92,2944,365,,,,,,409,365,429,4.29,,,,,,,,,,,
2008-07-13,,,570,481,89,3142,377,,,,,,415,377,441,4.41,,,,,,,,,,,
2008-07-14,,,578,493,85,3531,385,,,,,,422,385,449,4.49,,,,,,,,,,,
2008-07-15,,,584,507,77,3713,394,,,,,,433,394,458,4.58,,,,,,,,,,,
2008-07-16,,,587,514,74,3865,397,,,,,,447,397,461,4.61,,,,,,,,,,,
2008-07-17,,,591,518,74,3873,402,,,,,,459,402,466,4.66,,,,,,,,,,,
2008-07-18,,,595,520,76,3742,409,,,,,,473,409,473,4.73,,,,,,,,,,,
2008-07-19,,,598,520,78,3666,412,,,,,,484,412,476,4.76,,,,,,,,,,,
2008-07-20,,,604,520,85,3479,416,,,,,,491,416,480,4.80,,,,,,,,,,,
2008-07-21,,,609,521,89,3285,423,,,,,,494,423,487,4.87,,,,,,,,,,,
2008-07-22,,,622,526,96,3349,430,,,,,,496,430,494,4.94,,,,,,,,,,,
2008-07-23,,,636,538,98,3610,437,,,,,,496,437,501,5.01,,,,,,,,,,,
2008-07-24,,,650,549,101,4021,441,,,,,,496,441,505,5.05,,,,,,,,,,,
2008-07-25,,,669,560,109,4238,448,,,,,,497,448,512,5.12,,,,,,,,,,,
2008-07-26,,,682,570,113,4592,453,,,,,,502,453,517,5.17,,,,,,,,,,,
2008-07-27,,,695,578,117,4755,459,,,,,,513,459,523,5.23,,,,,,,,,,,
2008-07-28,,,707,584,123,4830,464,,,,,,524,464,528,5.28,,,,,,,,,,,
2008-07-29,,,719,587,133,4761,470,,,,,,534,470,534,5.34,,,,,,,,,,,
2008-07-30,,,729,591,139,4795,474,,,,,,544,474,538,5.38,,,,,,,,,,,
2008-07-31,,,738,595,143,4729,480,,,,,,552,480,544,5.44,,,,,,,,,,,
2008-08-01,,,746,598,149,4703,484,,,,,,557,484,548,5.48,,,,,,,,,,,
2008-08-02,,,751,604,148,4753,490,,,,,,560,490,554,5.54,,,,,,,,,,,
2008-08-03,,,757,609,148,4872,496,,,,,,564,496,560,5.60,,,,,,,,,,,
2008-08-04,,,762,622,141,5134,504,,,,,,568,504,568,5.68,,,,,,,,,,,
2008-08-05,,,767,636,132,5546,511,,,,,,571,511,575,5.75,,,,,,,,,,,
2008-08-06,,,772,650,122,5990,518,,,,,,576,518,582,5.82,,,,,,,,,,,
2008-08-07,,,779,669,110,6486,522,,,,,,581,522,586,5.86,,,,,,,,,,,
2008-08-08,,,784,682,102,6692,527,,,,,,594,527,591,5.91,,,,,,,,,,,
2008-08-09,,,787,695,93,6837,536,,,,,,607,536,600,6.00,,,,,,,,,,,
2008-08-10,,,789,707,82,7073,545,,,,,,620,545,609,6.09,,,,,,,,,,,
2008-08-11,,,788,719,70,7248,550,,,,,,638,550,614,6.14,,,,,,,,,,,
2008-08-12,,,787,729,58,7403,558,,,,,,651,558,622,6.22,,,,,,,,,,,
2008-08-13,,,784,738,47,7489,565,,,,,,663,565,629,6.29,,,,,,,,,,,
2008-08-14,,,781,746,36,7484,575,,,,,,675,575,639,6.39,,,,,,,,,,,
2008-08-15,,,776,751,26,7490,584,,,,,,686,584,648,6.48,,,,,,,,,,,
2008-08-16,,,774,757,18,7440,594,,,,,,696,594,658,6.58,,,,,,,,,,,
2008-08-17,,,772,762,11,7355,601,,,,,,704,601,665,6.65,,,,,,,,,,,
2008-08-18,,,772,767,6,7241,611,,,,,,712,611,675,6.75,,,,,,,,,,,
2008-08-19,,,772,772,1,7069,623,,,,,,717,623,687,6.87,,,,,,,,,,,
2008-08-20,,,770,779,-9,7105,629,,,,,,722,629,693,6.93,,,,,,,,,,,
2008-08-21,,,768,784,-16,7124,636,,,,,,727,636,700,7.00,,,,,,,,,,,
2008-08-22,,,768,787,-19,6914,642,,,,,,732,642,706,7.06,,,,,,,,,,,
2008-08-23,,,765,789,-24,6593,651,,,,,,737,651,715,7.15,,,,,,,,,,,
2008-08-24,,,765,788,-23,6080,664,,,,,,743,664,728,7.28,,,,,,,,,,,
2008-08-25,,,765,787,-22,5719,671,,,,,,748,671,735,7.35,,,,,,,,,,,
2008-08-26,,,767,784,-17,5139,679,,,,,,751,679,743,7.43,,,,,,,,,,,
2008-08-27,,,771,781,-10,4896,684,,,,,,753,684,748,7.48,,,,,,,,,,,
2008-08-28,,,779,776,3,3591,690,,,,,,752,690,754,7.54,,,,,,,,,,,
2008-08-29,,,779,774,6,3053,694,,,,,,751,694,758,7.58,,,,,,,,,,,
2008-08-30,,,778,772,6,2481,698,,,,,,748,698,762,7.62,,,,,,,,,,,
2008-08-31,,,779,772,8,2000,704,,,,,,745,704,768,7.68,,,,,,,,,,,
2008-09-01,,,782,772,11,1857,707,,,,,,740,707,771,7.71,,,,,,,,,,,
2008-09-02,,,785,770,15,-1418,709,,,,,,739,709,773,7.73,,,,,,,,,,,
2008-09-03,,,793,768,26,-2030,712,,,,,,737,712,776,7.76,,,,,,,,,,,
2008-09-04,,,801,768,33,-2284,715,,,,,,737,715,779,7.79,,,,,,,,,,,
2008-09-05,,,809,765,44,-2577,717,,,,,,737,717,781,7.81,,,,,,,,,,,
2008-09-06,,,814,765,50,-2984,721,,,,,,735,721,785,7.85,,,,,,,,,,,
2008-09-07,,,821,765,57,-3233,724,,,,,,733,724,788,7.88,,,,,,,,,,,
2008-09-08,,,826,767,60,-3421,727,,,,,,733,727,791,7.91,,,,,,,,,,,
2008-09-09,,,830,770,60,-3142,728,,,,,,730,728,792,7.92,,,,,,,,,,,
2008-09-10,,,835,779,57,-3184,733,,,,,,730,733,797,7.97,,,,,,,,,,,
2008-09-11,,,839,779,61,-3120,735,,,,,,730,735,799,7.99,,,,,,,,,,,
2008-09-12,,,842,778,65,-3178,736,,,,,,732,736,800,8.00,,,,,,,,,,,
2008-09-13,,,844,779,65,-3184,738,,,,,,736,738,802,8.02,,,,,,,,,,,
2008-09-14,,,850,782,69,-3135,741,,,,,,743,741,805,8.05,,,,,,,,,,,
2008-09-15,,,853,785,68,-3085,742,,,,,,743,742,806,8.06,,,,,,,,,,,
2008-09-16,,,847,793,55,-2542,744,,,,,,742,744,808,8.08,,,,,,,,,,,
2008-09-17,,,845,801,44,-1730,748,,,,,,743,748,812,8.12,,,,,,,,,,,
2008-09-18,,,843,809,34,-601,752,,,,,,746,752,816,8.16,,,,,,,,,,,
2008-09-19,,,842,814,28,0,756,,,,,,749,756,820,8.20,,,,,,,,,,,
2008-09-20,,,841,821,20,1171,762,,,,,,757,762,826,8.26,,,,,,,,,,,
2008-09-21,,,843,826,17,1839,766,,,,,,764,766,830,8.30,,,,,,,,,,,
2008-09-22,,,843,830,14,2018,770,,,,,,772,770,834,8.34,,,,,,,,,,,
2008-09-23,,,845,835,11,2330,773,,,,,,777,773,837,8.37,,,,,,,,,,,
2008-09-24,,,843,839,4,2724,776,,,,,,783,776,840,8.40,,,,,,,,,,,
2008-09-25,,,843,842,2,2735,779,,,,,,788,779,843,8.43,,,,,,,,,,,
2008-09-26,,,841,844,-2,2742,781,,,,,,792,781,845,8.45,,,,,,,,,,,
2008-09-27,,,839,850,-11,2378,784,,,,,,797,784,848,8.48,,,,,,,,,,,
2008-09-28,,,839,853,-14,1907,787,,,,,,801,787,851,8.51,,,,,,,,,,,
2008-09-29,,,837,847,-10,1479,789,,,,,,803,789,853,8.53,,,,,,,,,,,
2008-09-30,,,833,845,-12,1211,789,,,,,,805,789,853,8.53,,,,,,,,,,,
2008-10-01,,,827,843,-16,-1108,790,,,,,,811,790,854,8.54,,,,,,,,,,,
2008-10-02,,,824,842,-17,-1958,792,,,,,,814,792,856,8.56,,,,,,,,,,,
2008-10-03,,,822,841,-19,-2374,793,,,,,,808,793,857,8.57,,,,,,,,,,,
2008-10-04,,,819,843,-24,-2747,796,,,,,,806,796,860,8.60,,,,,,,,,,,
2008-10-05,,,817,843,-26,-2660,798,,,,,,804,798,862,8.62,,,,,,,,,,,
2008-10-06,,,813,845,-31,-2389,799,,,,,,803,799,863,8.63,,,,,,,,,,,
2008-10-07,,,810,843,-33,-2382,799,,,,,,802,799,863,8.63,,,,,,,,,,,
2008-10-08,,,807,843,-36,-2570,799,,,,,,804,799,863,8.63,,,,,,,,,,,
2008-10-09,,,804,841,-37,-2988,799,,,,,,804,799,863,8.63,,,,,,,,,,,
2008-10-10,,,800,839,-39,-2979,799,,,,,,806,799,863,8.63,,,,,,,,,,,
2008-10-11,,,796,839,-43,-3360,803,,,,,,804,803,867,8.67,,,,,,,,,,,
2008-10-12,,,787,837,-50,-3562,804,,,,,,804,804,868,8.68,,,,,,,,,,,
2008-10-13,,,778,833,-54,-4060,805,,,,,,802,805,869,8.69,,,,,,,,,,,
2008-10-14,,,773,827,-54,-4659,805,,,,,,801,805,869,8.69,,,,,,,,,,,
2008-10-15,,,770,824,-54,-5008,806,,,,,,801,806,870,8.70,,,,,,,,,,,
2008-10-16,,,767,822,-55,-5245,806,,,,,,799,806,870,8.70,,,,,,,,,,,
2008-10-17,,,760,819,-59,-5366,806,,,,,,795,806,870,8.70,,,,,,,,,,,
2008-10-18,,,756,817,-61,-5540,806,,,,,,789,806,870,8.70,,,,,,,,,,,
2008-10-19,,,751,813,-62,-5825,806,,,,,,786,806,870,8.70,,,,,,,,,,,
2008-10-20,,,747,810,-63,-5929,805,,,,,,784,805,869,8.69,,,,,,,,,,,
2008-10-21,,,746,807,-61,-6074,803,,,,,,781,803,867,8.67,,,,,,,,,,,
2008-10-22,,,748,804,-56,-6128,800,,,,,,780,800,864,8.64,,,,,,,,,,,
2008-10-23,,,753,800,-47,-6129,798,,,,,,776,798,862,8.62,,,,,,,,,,,
2008-10-24,,,758,796,-38,-6252,796,,,,,,773,796,860,8.60,,,,,,,,,,,
2008-10-25,,,759,787,-28,-6356,794,,,,,,770,794,858,8.58,,,,,,,,,,,
2008-10-26,,,762,778,-16,-6296,791,,,,,,767,791,855,8.55,,,,,,,,,,,
2008-10-27,,,759,773,-14,-6317,789,,,,,,763,789,853,8.53,,,,,,,,,,,
2008-10-28,,,758,770,-12,-6653,787,,,,,,759,787,851,8.51,,,,,,,,,,,
2008-10-29,,,756,767,-11,-7006,786,,,,,,751,786,850,8.50,,,,,,,,,,,
2008-10-30,,,752,759,-7,-7122,783,,,,,,742,783,847,8.47,,,,,,,,,,,
2008-10-31,,,748,756,-8,-7269,781,,,,,,738,781,845,8.45,,,,,,,,,,,
2008-11-01,,,747,751,-4,-7491,784,,,,,,735,784,848,8.48,,,,,,,,,,,
2008-11-02,,,745,747,-2,-7561,785,,,,,,732,785,849,8.49,,,,,,,,,,,
2008-11-03,,,743,746,-3,-7422,783,,,,,,725,783,847,8.47,,,,,,,,,,,
2008-11-04,,,738,748,-10,-7131,782,,,,,,721,782,846,8.46,,,,,,,,,,,
2008-11-05,,,733,753,-20,-6832,781,,,,,,717,781,845,8.45,,,,,,,,,,,
2008-11-06,,,728,758,-30,-6583,779,,,,,,713,779,843,8.43,,,,,,,,,,,
2008-11-07,,,719,759,-40,-6417,777,,,,,,712,777,841,8.41,,,,,,,,,,,
2008-11-08,,,711,762,-51,-6379,775,,,,,,714,775,839,8.39,,,,,,,,,,,
2008-11-09,,,704,759,-55,-6273,773,,,,,,718,773,837,8.37,,,,,,,,,,,
2008-11-10,,,696,758,-62,-6225,771,,,,,,723,771,835,8.35,,,,,,,,,,,
2008-11-11,,,686,756,-70,-6311,768,,,,,,724,768,832,8.32,,,,,,,,,,,
2008-11-12,,,680,752,-72,-6407,767,,,,,,727,767,831,8.31,,,,,,,,,,,
2008-11-13,,,674,748,-74,-6326,764,,,,,,724,764,828,8.28,,,,,,,,,,,
2008-11-14,,,666,747,-81,-6245,760,,,,,,723,760,824,8.24,,,,,,,,,,,
2008-11-15,,,659,745,-86,-6187,757,,,,,,721,757,821,8.21,,,,,,,,,,,
2008-11-16,,,651,743,-92,-6235,756,,,,,,718,756,820,8.20,,,,,,,,,,,
2008-11-17,,,646,738,-92,-6281,754,,,,,,714,754,818,8.18,,,,,,,,,,,
2008-11-18,,,643,733,-89,-6390,752,,,,,,713,752,816,8.16,,,,,,,,,,,
2008-11-19,,,637,728,-91,-6396,750,,,,,,711,750,814,8.14,,,,,,,,,,,
2008-11-20,,,630,719,-89,-6479,748,,,,,,709,748,812,8.12,,,,,,,,,,,
2008-11-21,,,623,711,-88,-6289,744,,,,,,704,744,808,8.08,,,,,,,,,,,
2008-11-22,,,617,704,-87,-6266,740,,,,,,699,740,804,8.04,,,,,,,,,,,
2008-11-23,,,610,696,-86,-6494,736,,,,,,695,736,800,8.00,,,,,,,,,,,
2008-11-24,,,601,686,-85,-6508,733,,,,,,686,733,797,7.97,,,,,,,,,,,
2008-11-25,,,592,680,-88,-6458,731,,,,,,678,731,795,7.95,,,,,,,,,,,
2008-11-26,,,583,674,-91,-6622,729,,,,,,672,729,793,7.93,,,,,,,,,,,
2008-11-27,,,576,666,-90,-6619,726,,,,,,664,726,790,7.90,,,,,,,,,,,
2008-11-28,,,568,659,-91,-6651,722,,,,,,655,722,786,7.86,,,,,,,,,,,
2008-11-29,,,561,651,-90,-6784,718,,,,,,649,718,782,7.82,,,,,,,,,,,
2008-11-30,,,555,646,-91,-6760,712,,,,,,643,712,776,7.76,,,,,,,,,,,
2008-12-01,,,547,643,-96,-6481,695,,,,,,636,695,759,7.59,,,,,,,,,,,
2008-12-02,,,543,637,-94,-6446,691,,,,,,629,691,755,7.55,,,,,,,,,,,
2008-12-03,,,535,630,-95,-6466,691,,,,,,621,691,755,7.55,,,,,,,,,,,
2008-12-04,,,526,623,-97,-6346,682,,,,,,616,682,746,7.46,,,,,,,,,,,
2008-12-05,,,520,617,-97,-6374,677,,,,,,614,677,741,7.41,,,,,,,,,,,
2008-12-06,,,511,610,-99,-6405,673,,,,,,608,673,737,7.37,,,,,,,,,,,
2008-12-07,,,503,601,-98,-6340,668,,,,,,601,668,732,7.32,,,,,,,,,,,
2008-12-08,,,494,592,-97,-6353,664,,,,,,595,664,728,7.28,,,,,,,,,,,
2008-12-09,,,488,583,-95,-6378,661,,,,,,589,661,725,7.25,,,,,,,,,,,
2008-12-10,,,482,576,-94,-6387,657,,,,,,582,657,721,7.21,,,,,,,,,,,
2008-12-11,,,475,568,-93,-6377,653,,,,,,574,653,717,7.17,,,,,,,,,,,
2008-12-12,,,470,561,-91,-6289,647,,,,,,565,647,711,7.11,,,,,,,,,,,
2008-12-13,,,463,555,-92,-6250,642,,,,,,556,642,706,7.06,,,,,,,,,,,
2008-12-14,,,458,547,-89,-6197,637,,,,,,550,637,701,7.01,,,,,,,,,,,
2008-12-15,,,453,543,-90,-6169,632,,,,,,542,632,696,6.96,,,,,,,,,,,
2008-12-16,,,444,535,-91,-6047,627,,,,,,535,627,691,6.91,,,,,,,,,,,
