date,day of calendar year,MODIS image,Prek Dam depth (cm)(from long record),Prek Dam Short MRC record 2008-11,"differences (Prek Dam datasets first, then KL MRC vs. WUP-FIN)",Prek Kdam Q m3/s,20106 Tonle Sap at Kg. Luong DEPTH-MRC (cm),Kg. Luong Telemetry mean DEPTH-MRC (cm),K.Loung - WUPFIN DEPTH (cm) ,K.Loung - WUPFIN  (cm) amsl,K.Loung - WUPFIN  (m) amsl,K.Loung - WUPFIN DEPTH (cm)-30 d Moving ave,KL f(KP),K. Loung MRC complete with Prek Dam estimates DEPTH,K. Loung MRC complete with Prek Dam estimates cm amsl,K. Loung MRC complete with Prek Dam estimates m amsl,,,,,,,,,,,
1991-06-07,,,98,,,-360,,,,,,,91,91,155,1.55,,,,,,,,,,,
1991-06-08,,,90,,,-330,,,,,,,88,88,152,1.52,,,,,,,,,,,
1991-06-09,,,96,,,-356,,,,,,,86,86,150,1.50,,,,,,,,,,,
1991-06-10,,,100,,,-340,,,,,,,79,79,143,1.43,,,,,,,,,,,
1991-06-11,,,104,,,-347,,,,,,,83,83,147,1.47,,,,,,,,,,,
1991-06-12,,,108,,,-328,,,,,,,90,90,154,1.54,,,,,,,,,,,
1991-06-13,,,140,,,-345,,,,,,,96,96,160,1.60,,,,,,,,,,,
1991-06-14,,,151,,,-290,,,,,,,103,103,167,1.67,,,,,,,,,,,
1991-06-15,,,168,,,-188,,,,,,,109,109,173,1.73,,,,,,,,,,,
1991-06-16,,,174,,,357,,,,,,,110,110,174,1.74,,,,,,,,,,,
1991-06-17,,,184,,,573,,,,,,,110,110,174,1.74,,,,,,,,,,,
1991-06-18,,,190,,,212,,,,,,,131,131,195,1.95,,,,,,,,,,,
1991-06-19,,,194,,,-77,,,,,,,141,141,205,2.05,,,,,,,,,,,
1991-06-20,,,203,,,731,,,,,,,126,126,190,1.90,,,,,,,,,,,
1991-06-21,,,238,,,1412,,,,,,,110,110,174,1.74,,,,,,,,,,,
1991-06-22,,,226,,,1453,,,,,,,107,107,171,1.71,,,,,,,,,,,
1991-06-23,,,215,,,1351,,,,,,,103,103,167,1.67,,,,,,,,,,,
1991-06-24,,,215,,,1387,,,,,,,94,94,158,1.58,,,,,,,,,,,
1991-06-25,,,215,,,1413,,,,,,,86,86,150,1.50,,,,,,,,,,,
1991-06-26,,,210,,,1339,,,,,,,92,92,156,1.56,,,,,,,,,,,
1991-06-27,,,215,,,1397,,,,,,,96,96,160,1.60,,,,,,,,,,,
1991-06-28,,,230,,,1613,,,,,,,100,100,164,1.64,,,,,,,,,,,
1991-06-29,,,252,,,1967,,,,,,,103,103,167,1.67,,,,,,,,,,,
1991-06-30,,,283,,,2279,,,,,,,134,134,198,1.98,,,,,,,,,,,
1991-07-01,,,316,,,2827,,,,,,,144,144,208,2.08,,,,,,,,,,,
1991-07-02,,,344,,,3310,,,,,,,161,161,225,2.25,,,,,,,,,,,
1991-07-03,,,375,,,4022,,,,,,,166,166,230,2.30,,,,,,,,,,,
1991-07-04,,,397,,,4323,,,,,,,176,176,240,2.40,,,,,,,,,,,
1991-07-05,,,400,,,4416,,,,,,,182,182,246,2.46,,,,,,,,,,,
1991-07-06,,,415,,,4660,,,,,,,185,185,249,2.49,,,,,,,,,,,
1991-07-07,,,417,,,4599,,,,,,,194,194,258,2.58,,,,,,,,,,,
1991-07-08,,,415,,,4072,,,,,,,227,227,291,2.91,,,,,,,,,,,
1991-07-09,,,409,,,4053,,,,,,,216,216,280,2.80,,,,,,,,,,,
1991-07-10,,,398,,,3942,,,,,,,205,205,269,2.69,,,,,,,,,,,
1991-07-11,,,388,,,3699,,,,,,,205,205,269,2.69,,,,,,,,,,,
1991-07-12,,,377,,,3497,,,,,,,205,205,269,2.69,,,,,,,,,,,
1991-07-13,,,375,,,3435,,,,,,,201,201,265,2.65,,,,,,,,,,,
1991-07-14,,,371,,,3253,,,,,,,205,205,269,2.69,,,,,,,,,,,
1991-07-15,,,355,,,2879,,,,,,,220,220,284,2.84,,,,,,,,,,,
1991-07-16,,,362,,,2584,,,,,,,241,241,305,3.05,,,,,,,,,,,
1991-07-17,,,367,,,2111,,,,,,,270,270,334,3.34,,,,,,,,,,,
1991-07-18,,,370,,,1474,,,,,,,302,302,366,3.66,,,,,,,,,,,
1991-07-19,,,370,,,-552,,,,,,,328,328,392,3.92,,,,,,,,,,,
1991-07-20,,,374,,,-1455,,,,,,,358,358,422,4.22,,,,,,,,,,,
1991-07-21,,,389,,,-1457,,,,,,,379,379,443,4.43,,,,,,,,,,,
1991-07-22,,,418,,,1939,,,,,,,382,382,446,4.46,,,,,,,,,,,
1991-07-23,,,512,,,4049,,,,,,,396,396,460,4.60,,,,,,,,,,,
1991-07-24,,,546,,,5176,,,,,,,398,398,462,4.62,,,,,,,,,,,
1991-07-25,,,578,,,6113,,,,,,,396,396,460,4.60,,,,,,,,,,,
1991-07-26,,,589,,,6460,,,,,,,390,390,454,4.54,,,,,,,,,,,
1991-07-27,,,589,,,6646,,,,,,,380,380,444,4.44,,,,,,,,,,,
1991-07-28,,,590,,,6821,,,,,,,370,370,434,4.34,,,,,,,,,,,
1991-07-29,,,596,,,7099,,,,,,,360,360,424,4.24,,,,,,,,,,,
1991-07-30,,,602,,,7349,,,,,,,358,358,422,4.22,,,,,,,,,,,
1991-07-31,,,616,,,7696,,,,,,,354,354,418,4.18,,,,,,,,,,,
1991-08-01,,,623,,,8076,,,,,,,339,339,403,4.03,,,,,,,,,,,
1991-08-02,,,632,,,8219,,,,,,,346,346,410,4.10,,,,,,,,,,,
1991-08-03,,,632,,,8210,,,,,,,350,350,414,4.14,,,,,,,,,,,
1991-08-04,,,636,,,8201,,,,,,,353,353,417,4.17,,,,,,,,,,,
1991-08-05,,,640,,,8224,,,,,,,353,353,417,4.17,,,,,,,,,,,
1991-08-06,,,643,,,8249,,,,,,,357,357,421,4.21,,,,,,,,,,,
1991-08-07,,,648,,,8207,,,,,,,371,371,435,4.35,,,,,,,,,,,
1991-08-08,,,652,,,8031,,,,,,,399,399,463,4.63,,,,,,,,,,,
1991-08-09,,,655,,,6779,,,,,,,489,489,553,5.53,,,,,,,,,,,
1991-08-10,,,650,,,5833,,,,,,,521,521,585,5.85,,,,,,,,,,,
1991-08-11,,,636,,,4372,,,,,,,552,552,616,6.16,,,,,,,,,,,
1991-08-12,,,632,,,3222,,,,,,,562,562,626,6.26,,,,,,,,,,,
1991-08-13,,,625,,,2528,,,,,,,562,562,626,6.26,,,,,,,,,,,
1991-08-14,,,618,,,1838,,,,,,,563,563,627,6.27,,,,,,,,,,,
1991-08-15,,,619,,,1350,,,,,,,569,569,633,6.33,,,,,,,,,,,
1991-08-16,,,624,,,1397,,,,,,,574,574,638,6.38,,,,,,,,,,,
1991-08-17,,,632,,,1082,,,,,,,588,588,652,6.52,,,,,,,,,,,
1991-08-18,,,642,,,2139,,,,,,,595,595,659,6.59,,,,,,,,,,,
1991-08-19,,,672,,,2937,,,,,,,603,603,667,6.67,,,,,,,,,,,
1991-08-20,,,694,,,5278,,,,,,,603,603,667,6.67,,,,,,,,,,,
1991-08-21,,,714,,,5745,,,,,,,607,607,671,6.71,,,,,,,,,,,
1991-08-22,,,732,,,6745,,,,,,,611,611,675,6.75,,,,,,,,,,,
1991-08-23,,,746,,,7129,,,,,,,614,614,678,6.78,,,,,,,,,,,
1991-08-24,,,764,,,7625,,,,,,,618,618,682,6.82,,,,,,,,,,,
1991-08-25,,,779,,,7952,,,,,,,622,622,686,6.86,,,,,,,,,,,
1991-08-26,,,790,,,8196,,,,,,,625,625,689,6.89,,,,,,,,,,,
1991-08-27,,,803,,,8789,,,,,,,620,620,684,6.84,,,,,,,,,,,
1991-08-28,,,816,,,9309,,,,,,,607,607,671,6.71,,,,,,,,,,,
1991-08-29,,,830,,,9675,,,,,,,603,603,667,6.67,,,,,,,,,,,
1991-08-30,,,844,,,10076,,,,,,,596,596,660,6.60,,,,,,,,,,,
1991-08-31,,,856,,,10432,,,,,,,590,590,654,6.54,,,,,,,,,,,
1991-09-01,,,870,,,10662,,,,,,,591,591,655,6.55,,,,,,,,,,,
1991-09-02,,,879,,,10764,,,,,,,595,595,659,6.59,,,,,,,,,,,
1991-09-03,,,884,,,10730,,,,,,,603,603,667,6.67,,,,,,,,,,,
1991-09-04,,,888,,,10626,,,,,,,613,613,677,6.77,,,,,,,,,,,
1991-09-05,,,885,,,10139,,,,,,,641,641,705,7.05,,,,,,,,,,,
1991-09-06,,,883,,,9769,,,,,,,662,662,726,7.26,,,,,,,,,,,
1991-09-07,,,889,,,9550,,,,,,,681,681,745,7.45,,,,,,,,,,,
1991-09-08,,,891,,,9327,,,,,,,698,698,762,7.62,,,,,,,,,,,
1991-09-09,,,919,,,9462,,,,,,,712,712,776,7.76,,,,,,,,,,,
1991-09-10,,,948,,,9517,,,,,,,729,729,793,7.93,,,,,,,,,,,
1991-09-11,,,956,,,9405,,,,,,,743,743,807,8.07,,,,,,,,,,,
1991-09-12,,,960,,,9176,,,,,,,754,754,818,8.18,,,,,,,,,,,
1991-09-13,,,960,,,8766,,,,,,,766,766,830,8.30,,,,,,,,,,,
1991-09-14,,,958,,,8197,,,,,,,779,779,843,8.43,,,,,,,,,,,
1991-09-15,,,956,,,7533,,,,,,,792,792,856,8.56,,,,,,,,,,,
1991-09-16,,,952,,,6725,,,,,,,805,805,869,8.69,,,,,,,,,,,
1991-09-17,,,946,,,5645,,,,,,,817,817,881,8.81,,,,,,,,,,,
1991-09-18,,,940,,,4064,,,,,,,830,830,894,8.94,,,,,,,,,,,
1991-09-19,,,932,,,1466,,,,,,,839,839,903,9.03,,,,,,,,,,,
1991-09-20,,,915,,,-1820,,,,,,,843,843,907,9.07,,,,,,,,,,,
1991-09-21,,,895,,,-2488,,,,,,,847,847,911,9.11,,,,,,,,,,,
1991-09-22,,,905,,,-1931,,,,,,,844,844,908,9.08,,,,,,,,,,,
1991-09-23,,,916,,,-1322,,,,,,,842,842,906,9.06,,,,,,,,,,,
1991-09-24,,,936,,,-2262,,,,,,,848,848,912,9.12,,,,,,,,,,,
1991-09-25,,,950,,,-2423,,,,,,,850,850,914,9.14,,,,,,,,,,,
1991-09-26,,,948,,,-4798,,,,,,,877,877,941,9.41,,,,,,,,,,,
1991-09-27,,,940,,,-6779,,,,,,,904,904,968,9.68,,,,,,,,,,,
1991-09-28,,,923,,,-7244,,,,,,,912,912,976,9.76,,,,,,,,,,,
1991-09-29,,,920,,,-7513,,,,,,,916,916,980,9.80,,,,,,,,,,,
1991-09-30,,,928,,,-7603,,,,,,,916,916,980,9.80,,,,,,,,,,,
1991-10-01,,,965,,,-7809,,,,,,,914,914,978,9.78,,,,,,,,,,,
1991-10-02,,,984,,,-7678,,,,,,,912,912,976,9.76,,,,,,,,,,,
1991-10-03,,,1001,,,-7378,,,,,,,908,908,972,9.72,,,,,,,,,,,
1991-10-04,,,1004,,,-6637,,,,,,,903,903,967,9.67,,,,,,,,,,,
1991-10-05,,,1005,,,-5809,,,,,,,897,897,961,9.61,,,,,,,,,,,
1991-10-06,,,1005,,,-4972,,,,,,,889,889,953,9.53,,,,,,,,,,,
1991-10-07,,,1005,,,-3330,,,,,,,873,873,937,9.37,,,,,,,,,,,
1991-10-08,,,1005,,,2525,,,,,,,854,854,918,9.18,,,,,,,,,,,
1991-10-09,,,1005,,,-1479,,,,,,,863,863,927,9.27,,,,,,,,,,,
1991-10-10,,,1005,,,-3210,,,,,,,874,874,938,9.38,,,,,,,,,,,
1991-10-11,,,1005,,,-4956,,,,,,,893,893,957,9.57,,,,,,,,,,,
1991-10-12,,,1005,,,-6142,,,,,,,906,906,970,9.70,,,,,,,,,,,
1991-10-13,,,1005,,,-6149,,,,,,,904,904,968,9.68,,,,,,,,,,,
1991-10-14,,,1005,,,-5958,,,,,,,897,897,961,9.61,,,,,,,,,,,
1991-10-15,,,1005,,,-5171,,,,,,,881,881,945,9.45,,,,,,,,,,,
1991-10-16,,,1005,,,-5342,,,,,,,878,878,942,9.42,,,,,,,,,,,
1991-10-17,,,1005,,,-6357,,,,,,,885,885,949,9.49,,,,,,,,,,,
1991-10-18,,,1005,,,-8884,,,,,,,921,921,985,9.85,,,,,,,,,,,
1991-10-19,,,1002,,,-10159,,,,,,,939,939,1003,10.03,,,,,,,,,,,
1991-10-20,,,996,,,-11287,,,,,,,955,955,1019,10.19,,,,,,,,,,,
1991-10-21,,,982,,,-11662,,,,,,,958,958,1022,10.22,,,,,,,,,,,
1991-10-22,,,970,,,-11992,,,,,,,959,959,1023,10.23,,,,,,,,,,,
1991-10-23,,,956,,,-11957,,,,,,,959,959,1023,10.23,,,,,,,,,,,
1991-10-24,,,943,,,-12137,,,,,,,959,959,1023,10.23,,,,,,,,,,,
1991-10-25,,,907,,,-11855,,,,,,,959,959,1023,10.23,,,,,,,,,,,
1991-10-26,,,863,,,-11279,,,,,,,959,959,1023,10.23,,,,,,,,,,,
1991-10-27,,,860,,,-11360,,,,,,,959,959,1023,10.23,,,,,,,,,,,
1991-10-28,,,860,,,-11291,,,,,,,959,959,1023,10.23,,,,,,,,,,,
1991-10-29,,,859,,,-11341,,,,,,,959,959,1023,10.23,,,,,,,,,,,
1991-10-30,,,852,,,-11475,,,,,,,959,959,1023,10.23,,,,,,,,,,,
1991-10-31,,,847,,,-11705,,,,,,,959,959,1023,10.23,,,,,,,,,,,
1991-11-01,,,842,,,-11987,,,,,,,959,959,1023,10.23,,,,,,,,,,,
1991-11-02,,,833,,,-12233,,,,,,,959,959,1023,10.23,,,,,,,,,,,
1991-11-03,,,822,,,-12324,,,,,,,959,959,1023,10.23,,,,,,,,,,,
1991-11-04,,,813,,,-12444,,,,,,,959,959,1023,10.23,,,,,,,,,,,
1991-11-05,,,807,,,-12455,,,,,,,956,956,1020,10.20,,,,,,,,,,,
1991-11-06,,,800,,,-12306,,,,,,,950,950,1014,10.14,,,,,,,,,,,
1991-11-07,,,794,,,-11999,,,,,,,937,937,1001,10.01,,,,,,,,,,,
1991-11-08,,,788,,,-11775,,,,,,,925,925,989,9.89,,,,,,,,,,,
1991-11-09,,,780,,,-11539,,,,,,,912,912,976,9.76,,,,,,,,,,,
1991-11-10,,,769,,,-11269,,,,,,,900,900,964,9.64,,,,,,,,,,,
1991-11-11,,,762,,,-10535,,,,,,,865,865,929,9.29,,,,,,,,,,,
1991-11-12,,,752,,,-9483,,,,,,,823,823,887,8.87,,,,,,,,,,,
1991-11-13,,,744,,,-9586,,,,,,,821,821,885,8.85,,,,,,,,,,,
1991-11-14,,,734,,,-9663,,,,,,,821,821,885,8.85,,,,,,,,,,,
1991-11-15,,,726,,,-9692,,,,,,,820,820,884,8.84,,,,,,,,,,,
1991-11-16,,,720,,,-9587,,,,,,,813,813,877,8.77,,,,,,,,,,,
1991-11-17,,,718,,,-9506,,,,,,,808,808,872,8.72,,,,,,,,,,,
1991-11-18,,,715,,,-9504,,,,,,,803,803,867,8.67,,,,,,,,,,,
1991-11-19,,,711,,,-9367,,,,,,,795,795,859,8.59,,,,,,,,,,,
1991-11-20,,,704,,,-9130,,,,,,,784,784,848,8.48,,,,,,,,,,,
1991-11-21,,,694,,,-8959,,,,,,,776,776,840,8.40,,,,,,,,,,,
1991-11-22,,,688,,,-8926,,,,,,,770,770,834,8.34,,,,,,,,,,,
1991-11-23,,,675,,,-8987,,,,,,,763,763,827,8.27,,,,,,,,,,,
1991-11-24,,,672,,,-9281,,,,,,,758,758,822,8.22,,,,,,,,,,,
1991-11-25,,,662,,,-9259,,,,,,,752,752,816,8.16,,,,,,,,,,,
1991-11-26,,,654,,,-9049,,,,,,,744,744,808,8.08,,,,,,,,,,,
1991-11-27,,,645,,,-8786,,,,,,,734,734,798,7.98,,,,,,,,,,,
1991-11-28,,,642,,,-8716,,,,,,,727,727,791,7.91,,,,,,,,,,,
1991-11-29,,,630,,,-8402,,,,,,,718,718,782,7.82,,,,,,,,,,,
1991-11-30,,,619,,,-8149,,,,,,,710,710,774,7.74,,,,,,,,,,,
1991-12-01,,,615,,,-7972,,,,,,,700,700,764,7.64,,,,,,,,,,,
1991-12-02,,,608,,,-7780,,,,,,,693,693,757,7.57,,,,,,,,,,,
1991-12-03,,,602,,,-7679,,,,,,,687,687,751,7.51,,,,,,,,,,,
1991-12-04,,,583,,,-7455,,,,,,,685,685,749,7.49,,,,,,,,,,,
1991-12-05,,,578,,,-7455,,,,,,,682,682,746,7.46,,,,,,,,,,,
1991-12-06,,,568,,,-7364,,,,,,,678,678,742,7.42,,,,,,,,,,,
1991-12-07,,,563,,,-7297,,,,,,,672,672,736,7.36,,,,,,,,,,,
1991-12-08,,,560,,,-7203,,,,,,,662,662,726,7.26,,,,,,,,,,,
1991-12-09,,,553,,,-7117,,,,,,,656,656,720,7.20,,,,,,,,,,,
1991-12-10,,,534,,,-6720,,,,,,,644,644,708,7.08,,,,,,,,,,,
1991-12-11,,,529,,,-6666,,,,,,,641,641,705,7.05,,,,,,,,,,,
1991-12-12,,,523,,,-6512,,,,,,,632,632,696,6.96,,,,,,,,,,,
1991-12-13,,,516,,,-6371,,,,,,,624,624,688,6.88,,,,,,,,,,,
1991-12-14,,,514,,,-6287,,,,,,,615,615,679,6.79,,,,,,,,,,,
1991-12-15,,,512,,,-6270,,,,,,,613,613,677,6.77,,,,,,,,,,,
1991-12-16,,,510,,,-6145,,,,,,,601,601,665,6.65,,,,,,,,,,,
1991-12-17,,,504,,,-5971,,,,,,,591,591,655,6.55,,,,,,,,,,,
1991-12-18,,,493,,,-5827,,,,,,,587,587,651,6.51,,,,,,,,,,,
1991-12-19,,,490,,,-5756,,,,,,,580,580,644,6.44,,,,,,,,,,,
1991-12-20,,,484,,,-5653,,,,,,,574,574,638,6.38,,,,,,,,,,,
1991-12-21,,,477,,,-5383,,,,,,,556,556,620,6.20,,,,,,,,,,,
1991-12-22,,,472,,,-5298,,,,,,,552,552,616,6.16,,,,,,,,,,,
1991-12-23,,,467,,,-5152,,,,,,,542,542,606,6.06,,,,,,,,,,,
1991-12-24,,,462,,,-5095,,,,,,,537,537,601,6.01,,,,,,,,,,,
1991-12-25,,,458,,,-5051,,,,,,,534,534,598,5.98,,,,,,,,,,,
1991-12-26,,,452,,,-4931,,,,,,,528,528,592,5.92,,,,,,,,,,,
1991-12-27,,,445,,,-4667,,,,,,,510,510,574,5.74,,,,,,,,,,,
1991-12-28,,,439,,,-4575,,,,,,,505,505,569,5.69,,,,,,,,,,,
1991-12-29,,,431,,,-4458,,,,,,,499,499,563,5.63,,,,,,,,,,,
1991-12-30,,,427,,,-4396,,,,,,,492,492,556,5.56,,,,,,,,,,,
1991-12-31,,,420,,,-4350,,,,,,,491,491,555,5.55,,,,,,,,,,,
1992-01-01,,,416,,,-4342,,,,,,,489,489,553,5.53,,,,,,,,,,,
1992-01-02,,,409,,,-4270,,,,,,,487,487,551,5.51,,,,,,,,,,,
1992-01-03,,,401,,,-4133,,,,,,,481,481,545,5.45,,,,,,,,,,,
1992-01-04,,,396,,,-3997,,,,,,,471,471,535,5.35,,,,,,,,,,,
1992-01-05,,,392,,,-3957,,,,,,,468,468,532,5.32,,,,,,,,,,,
1992-01-06,,,387,,,-3884,,,,,,,462,462,526,5.26,,,,,,,,,,,
1992-01-07,,,381,,,-3780,,,,,,,455,455,519,5.19,,,,,,,,,,,
1992-01-08,,,376,,,-3708,,,,,,,450,450,514,5.14,,,,,,,,,,,
1992-01-09,,,374,,,-3655,,,,,,,446,446,510,5.10,,,,,,,,,,,
1992-01-10,,,370,,,-3578,,,,,,,441,441,505,5.05,,,,,,,,,,,
1992-01-11,,,366,,,-3510,,,,,,,437,437,501,5.01,,,,,,,,,,,
1992-01-12,,,362,,,-3425,,,,,,,431,431,495,4.95,,,,,,,,,,,
1992-01-13,,,358,,,-3332,,,,,,,425,425,489,4.89,,,,,,,,,,,
1992-01-14,,,355,,,-3260,,,,,,,419,419,483,4.83,,,,,,,,,,,
1992-01-15,,,350,,,-3148,,,,,,,411,411,475,4.75,,,,,,,,,,,
1992-01-16,,,345,,,-3074,,,,,,,408,408,472,4.72,,,,,,,,,,,
1992-01-17,,,340,,,-2992,,,,,,,401,401,465,4.65,,,,,,,,,,,
1992-01-18,,,336,,,-2950,,,,,,,397,397,461,4.61,,,,,,,,,,,
1992-01-19,,,330,,,-2859,,,,,,,390,390,454,4.54,,,,,,,,,,,
1992-01-20,,,326,,,-2801,,,,,,,383,383,447,4.47,,,,,,,,,,,
1992-01-21,,,323,,,-2762,,,,,,,378,378,442,4.42,,,,,,,,,,,
1992-01-22,,,318,,,-2709,,,,,,,374,374,438,4.38,,,,,,,,,,,
1992-01-23,,,314,,,-2652,,,,,,,369,369,433,4.33,,,,,,,,,,,
1992-01-24,,,308,,,-2565,,,,,,,364,364,428,4.28,,,,,,,,,,,
1992-01-25,,,300,,,-2460,,,,,,,359,359,423,4.23,,,,,,,,,,,
1992-01-26,,,293,,,-2405,,,,,,,357,357,421,4.21,,,,,,,,,,,
1992-01-27,,,288,,,-2370,,,,,,,353,353,417,4.17,,,,,,,,,,,
1992-01-28,,,283,,,-2336,,,,,,,349,349,413,4.13,,,,,,,,,,,
1992-01-29,,,276,,,-2280,,,,,,,346,346,410,4.10,,,,,,,,,,,
1992-01-30,,,268,,,-2226,,,,,,,342,342,406,4.06,,,,,,,,,,,
1992-01-31,,,262,,,-2199,,,,,,,339,339,403,4.03,,,,,,,,,,,
1992-02-01,,,256,,,-2138,,,,,,,334,334,398,3.98,,,,,,,,,,,
1992-02-02,,,251,,,-2075,,,,,,,329,329,393,3.93,,,,,,,,,,,
1992-02-03,,,247,,,-2018,,,,,,,325,325,389,3.89,,,,,,,,,,,
1992-02-04,,,244,,,-1977,,,,,,,321,321,385,3.85,,,,,,,,,,,
1992-02-05,,,240,,,-1915,,,,,,,315,315,379,3.79,,,,,,,,,,,
1992-02-06,,,236,,,-1859,,,,,,,311,311,375,3.75,,,,,,,,,,,
1992-02-07,,,233,,,-1819,,,,,,,308,308,372,3.72,,,,,,,,,,,
1992-02-08,,,230,,,-1780,,,,,,,304,304,368,3.68,,,,,,,,,,,
1992-02-09,,,226,,,-1738,,,,,,,300,300,364,3.64,,,,,,,,,,,
1992-02-10,,,220,,,-1667,,,,,,,294,294,358,3.58,,,,,,,,,,,
1992-02-11,,,218,,,-1623,,,,,,,286,286,350,3.50,,,,,,,,,,,
1992-02-12,,,213,,,-1563,,,,,,,280,280,344,3.44,,,,,,,,,,,
1992-02-13,,,207,,,-1501,,,,,,,275,275,339,3.39,,,,,,,,,,,
1992-02-14,,,203,,,-1462,,,,,,,270,270,334,3.34,,,,,,,,,,,
1992-02-15,,,197,,,-1391,,,,,,,264,264,328,3.28,,,,,,,,,,,
1992-02-16,,,194,,,-1338,,,,,,,256,256,320,3.20,,,,,,,,,,,
1992-02-17,,,193,,,-1311,,,,,,,250,250,314,3.14,,,,,,,,,,,
1992-02-18,,,191,,,-1276,,,,,,,244,244,308,3.08,,,,,,,,,,,
1992-02-19,,,190,,,-1244,,,,,,,240,240,304,3.04,,,,,,,,,,,
1992-02-20,,,189,,,-1222,,,,,,,236,236,300,3.00,,,,,,,,,,,
1992-02-21,,,187,,,-1197,,,,,,,233,233,297,2.97,,,,,,,,,,,
1992-02-22,,,184,,,-1155,,,,,,,229,229,293,2.93,,,,,,,,,,,
1992-02-23,,,184,,,-1125,,,,,,,225,225,289,2.89,,,,,,,,,,,
1992-02-24,,,184,,,-1121,,,,,,,223,223,287,2.87,,,,,,,,,,,
1992-02-25,,,179,,,-1085,,,,,,,220,220,284,2.84,,,,,,,,,,,
1992-02-26,,,169,,,-1014,,,,,,,216,216,280,2.80,,,,,,,,,,,
1992-02-27,,,169,,,-1006,,,,,,,210,210,274,2.74,,,,,,,,,,,
1992-02-28,,,156,,,-928,,,,,,,208,208,272,2.72,,,,,,,,,,,
1992-02-29,,,200,,,-1496,,,,,,,203,203,267,2.67,,,,,,,,,,,
1992-03-01,,,150,,,-880,,,,,,,198,198,262,2.62,,,,,,,,,,,
1992-03-02,,,142,,,-855,,,,,,,194,194,258,2.58,,,,,,,,,,,
1992-03-03,,,136,,,-817,,,,,,,188,188,252,2.52,,,,,,,,,,,
1992-03-04,,,134,,,-807,,,,,,,185,185,249,2.49,,,,,,,,,,,
1992-03-05,,,131,,,-789,,,,,,,184,184,248,2.48,,,,,,,,,,,
1992-03-06,,,131,,,-783,,,,,,,183,183,247,2.47,,,,,,,,,,,
1992-03-07,,,129,,,-766,,,,,,,182,182,246,2.46,,,,,,,,,,,
1992-03-08,,,128,,,-749,,,,,,,181,181,245,2.45,,,,,,,,,,,
1992-03-09,,,129,,,-737,,,,,,,179,179,243,2.43,,,,,,,,,,,
1992-03-10,,,135,,,-759,,,,,,,176,176,240,2.40,,,,,,,,,,,
1992-03-11,,,136,,,-766,,,,,,,176,176,240,2.40,,,,,,,,,,,
1992-03-12,,,134,,,-753,,,,,,,176,176,240,2.40,,,,,,,,,,,
1992-03-13,,,132,,,-715,,,,,,,171,171,235,2.35,,,,,,,,,,,
1992-03-14,,,130,,,-668,,,,,,,162,162,226,2.26,,,,,,,,,,,
1992-03-15,,,126,,,-665,,,,,,,162,162,226,2.26,,,,,,,,,,,
1992-03-16,,,120,,,-607,,,,,,,149,149,213,2.13,,,,,,,,,,,
1992-03-17,,,117,,,-727,,,,,,,191,191,255,2.55,,,,,,,,,,,
1992-03-18,,,118,,,-596,,,,,,,143,143,207,2.07,,,,,,,,,,,
1992-03-19,,,120,,,-578,,,,,,,136,136,200,2.00,,,,,,,,,,,
1992-03-20,,,122,,,-556,,,,,,,130,130,194,1.94,,,,,,,,,,,
1992-03-21,,,126,,,-561,,,,,,,128,128,192,1.92,,,,,,,,,,,
1992-03-22,,,125,,,-536,,,,,,,125,125,189,1.89,,,,,,,,,,,
1992-03-23,,,125,,,-536,,,,,,,125,125,189,1.89,,,,,,,,,,,
1992-03-24,,,124,,,-536,,,,,,,123,123,187,1.87,,,,,,,,,,,
1992-03-25,,,121,,,-529,,,,,,,122,122,186,1.86,,,,,,,,,,,
1992-03-26,,,112,,,-505,,,,,,,123,123,187,1.87,,,,,,,,,,,
1992-03-27,,,108,,,-519,,,,,,,129,129,193,1.93,,,,,,,,,,,
1992-03-28,,,100,,,-502,,,,,,,130,130,194,1.94,,,,,,,,,,,
1992-03-29,,,91,,,-463,,,,,,,128,128,192,1.92,,,,,,,,,,,
1992-03-30,,,85,,,-433,,,,,,,126,126,190,1.90,,,,,,,,,,,
1992-03-31,,,86,,,-444,,,,,,,124,124,188,1.88,,,,,,,,,,,
1992-04-01,,,88,,,-442,,,,,,,121,121,185,1.85,,,,,,,,,,,
1992-04-02,,,93,,,-462,,,,,,,115,115,179,1.79,,,,,,,,,,,
1992-04-03,,,94,,,-460,,,,,,,112,112,176,1.76,,,,,,,,,,,
1992-04-04,,,94,,,-457,,,,,,,113,113,177,1.77,,,,,,,,,,,
1992-04-05,,,95,,,-463,,,,,,,115,115,179,1.79,,,,,,,,,,,
1992-04-06,,,95,,,-468,,,,,,,117,117,181,1.81,,,,,,,,,,,
1992-04-07,,,94,,,-467,,,,,,,121,121,185,1.85,,,,,,,,,,,
1992-04-08,,,98,,,-482,,,,,,,120,120,184,1.84,,,,,,,,,,,
1992-04-09,,,111,,,-553,,,,,,,120,120,184,1.84,,,,,,,,,,,
1992-04-10,,,110,,,-544,,,,,,,119,119,183,1.83,,,,,,,,,,,
1992-04-11,,,109,,,-533,,,,,,,116,116,180,1.80,,,,,,,,,,,
1992-04-12,,,100,,,-469,,,,,,,107,107,171,1.71,,,,,,,,,,,
1992-04-13,,,92,,,-432,,,,,,,103,103,167,1.67,,,,,,,,,,,
1992-04-14,,,93,,,-423,,,,,,,96,96,160,1.60,,,,,,,,,,,
