date,region,blue,coastal,green,red,nir,swir1,swir2
2016-12-26,Central,0.0173310380813283,0.00366556881520029,0.050042279319178,0.0314937779621394,0.00192356743129549,0.00438408247380515,0.00415144392178904
2016-12-26,North,0.012638648230862,-0.000995513344425748,0.0438685029107129,0.0342489727722788,-0.00100955193736288,0.00342456055854372,0.00413075238965882
2017-01-04,South,0.0225819758501679,0.00817393552568484,0.0671457370889151,0.0441756099806461,0.00481300597375786,0.00540347897993331,0.00597740508956137
2017-01-04,Central,0.0249311568513354,0.0122103763618009,0.058112593343419,0.043443733495285,0.00890547885021931,0.00834016427841886,0.00757072835807616
2017-01-11,Central,0.0478634433889013,0.0361675688345531,0.0811041330827083,0.0752737815621332,0.0331437869988851,0.0209886388350932,0.017332116585196
2017-01-11,North,0.0596152805162765,0.0478561754048101,0.0302527920885656,0.0555954471114106,0.00583443164335789,0.014619452161105,0.0151648473995565
2017-01-20,South,0.0241624683427504,0.00853842576414692,0.0681159186050921,0.0627404543006945,0.000986602708099426,-0.000564298047248371,0.00116294565483026
2017-01-20,Central,0.0248890703827796,0.0102593978972887,0.0669034925250686,0.0639626461258353,0.00223072996302146,-0.000336884477631474,0.00134543275653645
2017-01-27,South,0.0603031705346247,0.0441882543783564,0.106699618587266,0.128393035856151,0.0361529815326303,0.0063398352947195,0.00512760415309926
2017-01-27,Central,0.0456557849485487,0.0305179151856854,0.0913132931335601,0.0991215048028208,0.0263380934078518,0.00638194209622106,0.00535658964095472
2017-01-27,North,0.059808526767597,0.0432130613157563,0.10693648868718,0.129395555312922,0.0420131479335053,0.00674518873754596,0.00439121365292237
2017-02-05,South,0.0368717599728137,0.0207632440133188,0.0815552762385119,0.0796112015525189,0.00672182479805224,0.00030763814928202,0.00139879571034421
2017-02-05,Central,0.0336901615789851,0.0200094428135355,0.0708184173062526,0.0620110245529181,0.00592887314429637,0.000660882527621582,0.00144047373545141
2017-02-12,South,0.0734919500622776,0.0612810055074003,0.115961619556167,0.158677391007029,0.0947446623303263,0.0180898391101539,0.0149041803874988
2017-02-12,Central,0.065660280648745,0.0500428820692305,0.111831628004758,0.146003410505317,0.0723081905212172,0.0146348993246149,0.0111915456751594
2017-02-12,North,0.0720159280611314,0.0573715401212519,0.11671560295324,0.152845419452161,0.0763419500073093,0.00678700678174319,0.00483798635356104
2017-02-21,South,0.0517534362182627,0.0263704726553859,0.124562472345029,0.132350064215219,0.0460194216472592,0.0107702772561126,0.0072689874256099
2017-02-21,Central,0.0283353938324485,0.00682808479807575,0.0893536665264346,0.0834936325774442,0.0253862154425802,0.00867070050892168,0.00636250477170289
2017-02-28,South,0.085699679472236,0.0715479235294984,0.128664279354619,0.161628310846303,0.0947824061730895,0.0200567129052121,0.0161566421666683
2017-02-28,Central,0.0744638701755029,0.0544402551049777,0.124529852976147,0.159676663915156,0.0957430224108236,0.0224470840832422,0.0185274335706038
